0.022,0
0.029,0
0.038,0
0.048,0
0.058,0
0.068,0
0.077,0
0.088,0
0.098,0
0.108,0
0.117,0
0.128,0
0.138,0
0.148,0.0012753
0.159,0.0016677
0.167,0.001962
0.178,0.0020601
0.188,0.0017658
0.198,0.0030411
0.208,0.0033354
0.217,0.003924
0.228,0.0040221
0.238,0.003924
0.248,0.0051993
0.258,0.0055917
0.267,0.0066708
0.278,0.006867
0.288,0.0070632
0.298,0.0080442
0.308,0.0082404
0.317,0.0093195
0.328,0.0093195
0.338,0.0093195
0.348,0.010202
0.358,0.010497
0.368,0.011576
0.381,0.011576
0.389,0.011674
0.399,0.012557
0.408,0.012949
0.418,0.012753
0.431,0.012851
0.438,0.01344
0.448,0.014126
0.458,0.015206
0.468,0.014813
0.481,0.015009
0.488,0.015206
0.498,0.015598
0.508,0.016579
0.518,0.016579
0.53,0.017069
0.538,0.017364
0.548,0.017462
0.558,0.018541
0.568,0.018933
0.578,0.01962
0.588,0.019816
0.598,0.020012
0.608,0.020993
0.62,0.021092
0.628,0.022073
0.64,0.022465
0.648,0.022759
0.658,0.023446
0.669,0.023544
0.678,0.024721
0.689,0.024721
0.699,0.024819
0.709,0.025702
0.719,0.025604
0.729,0.026389
0.738,0.026487
0.748,0.026585
0.758,0.027272
0.768,0.026978
0.779,0.027762
0.789,0.028057
0.799,0.028155
0.809,0.028743
0.819,0.029038
0.829,0.029136
0.839,0.029626
0.849,0.030803
0.859,0.030902
0.868,0.032275
0.878,0.032667
0.888,0.032962
0.899,0.033648
0.909,0.033452
0.919,0.034727
0.929,0.034924
0.94,0.034629
0.952,0.034531
0.958,0.034139
0.968,0.03512
0.979,0.035218
0.988,0.03512
0.999,0.035414
1.009,0.035022
1.018,0.036591
1.029,0.037278
1.039,0.038063
1.049,0.038848
1.059,0.038848
1.069,0.040221
1.079,0.040712
1.089,0.042183
1.099,0.043458
1.109,0.043753
1.119,0.04493
1.128,0.045322
1.138,0.046009
1.151,0
1.159,-0.0011966
1.169,-0.0013141
1.178,-0.0022164
1.189,-0.0026283
1.199,-0.0037268
1.21,-0.0047272
1.22,-0.0043542
1.229,-0.0046679
1.239,-0.004393
1.249,-0.0047068
1.259,-0.0037452
1.269,-0.003176
1.278,-0.0022144
1.289,-0.0021357
1.299,-0.0021551
1.309,-0.00099735
1.319,-0.00052627
1.329,0.00014102
1.339,-0.0005651
1.348,-0.0012712
1.358,-0.0017811
1.368,-0.0026834
1.378,-0.0025067
1.389,-0.0035071
1.398,-0.0042132
1.409,-0.004625
1.419,-0.0055273
1.429,-0.0050562
1.438,-0.0056643
1.449,-0.0055856
1.459,-0.0057031
1.469,-0.0059187
1.479,-0.0053495
1.489,-0.0056632
1.498,-0.005094
1.508,-0.0047211
1.519,-0.0045443
1.529,-0.003877
1.539,-0.0041907
1.549,-0.0038177
1.558,-0.0038371
1.569,-0.0040528
1.579,-0.0037779
1.589,-0.0040916
1.599,-0.0036205
1.609,-0.003738
1.619,-0.0042479
1.63,-0.0039731
1.639,-0.0045811
1.649,-0.0039138
1.66,-0.0049142
1.669,-0.0046393
1.679,-0.0047568
1.689,-0.0042857
1.698,-0.0047957
1.709,-0.0055018
1.719,-0.0051288
1.729,-0.0037748
1.739,-0.0036961
1.749,-0.0024402
1.759,-0.0026559
1.769,-0.0036563
1.779,-0.0034795
1.789,0.0014061
1.799,-0.00047722
1.809,-0.0026548
1.819,-0.0045381
1.829,-0.0036747
1.838,-0.0020264
1.849,-0.0016534
1.859,-0.0022614
1.869,-0.0046352
1.879,-0.0053413
1.889,-0.0025159
1.899,0.0013887
1.909,0.0026446
1.919,0.001448
1.929,-0.0016125
1.939,-0.0032015
1.951,1.635e-05
1.958,0.0032342
1.969,0.0055692
1.978,0.0050593
1.989,0.0027836
1.999,0.00031167
2.009,-0.00019824
2.019,0.00017474
2.029,0.0017249
2.039,0.003177
2.049,0.001588
2.059,-0.00019722
2.069,-0.0019824
2.078,-0.00013795
2.089,0.001216
2.099,0.0016871
2.109,0
2.119,-0.0013365
2.129,-0.00080904
2.139,0.0001108
2.149,0.002404
2.159,0.0021467
2.168,0.0012026
2.179,0.00045472
2.189,1.1541e-06
2.199,-0.00055051
2.209,0.0060591
2.219,0.0048207
2.229,-0.00053782
2.239,0.0017554
2.249,0.0019885
2.259,0.0031046
2.269,0.0042206
2.279,0.0029822
2.289,0.0022344
2.299,0.0003093
2.309,-0.0016158
2.319,-0.00099023
2.329,0.000322
2.339,-0.00072017
2.349,-0.0015661
2.359,-0.0024121
2.369,-0.0026695
2.378,-0.0025344
2.388,-0.0023994
2.399,-0.0014796
2.409,-0.00065785
2.419,-0.0016019
2.429,-0.0014669
2.439,-0.00074325
2.449,-0.00060822
2.459,0.00021351
2.469,-0.00073056
2.479,-0.00069362
2.489,-0.00085289
2.499,-0.0015027
2.508,-0.0019562
2.519,-0.0028022
2.529,-0.0030596
2.539,-0.0036112
2.549,-0.0033781
2.559,-0.0042241
2.569,-0.0044814
2.578,-0.0043464
2.589,-0.0050943
2.599,-0.0043706
2.609,-0.004628
2.619,-0.0051797
2.629,-0.0051427
2.639,-0.0054001
2.649,-0.0045784
2.659,-0.005032
2.668,-0.004995
2.679,-0.0053505
2.688,-0.0058041
2.699,-0.0054728
2.709,-0.0057302
2.719,-0.0050066
2.729,-0.0056563
2.739,-0.0061099
2.749,-0.0059749
2.759,-0.0058398
2.769,-0.0051162
2.779,-0.0055698
2.789,-0.0060233
2.799,-0.0061826
2.809,-0.0065381
2.819,-0.0057163
2.829,-0.0056794
2.839,-0.0055444
2.849,-0.0055074
2.859,-0.0058629
2.869,-0.0047469
2.879,-0.0042195
2.889,-0.0033977
2.899,-0.0033608
2.909,-0.0020486
2.918,-0.0015211
2.929,-0.0007975
2.939,-7.3864e-05
2.952,-3.6932e-05
2.958,0
2.969,0.0039944
2.979,0.0087736
2.99,0.01267
2.999,0.017057
3.008,0.02213
3.019,0.026615
3.029,0.031591
3.039,0.035879
3.049,0.040462
3.059,0.045143
3.069,0.04953
3.079,0.055094
3.089,0.059481
3.098,0.064456
3.109,0.069039
3.118,0.073622
3.128,0.07899
3.138,0.083769
3.149,0.089137
3.159,0.093524
3.169,0.098205
3.179,0.10357
3.189,0.10845
3.199,0.11392
3.209,0.11791
3.219,0.1224
3.229,0.12717
3.239,0.13195
3.249,0.13683
3.259,0.14073
3.269,0.14531
3.279,0.14783
3.289,0.14702
3.299,0.14434
3.309,0.14373
3.319,0.14674
3.329,0.14505
3.338,0.14414
3.349,0.14617
3.359,0.15212
3.369,0.15661
3.379,0.15727
3.389,0.15194
3.399,0.14632
3.409,0.1459
3.419,0.14715
3.429,0.15095
3.439,0.15112
3.449,0.14903
3.459,0.14586
3.469,0.14328
3.479,0.14394
3.489,0.14166
3.499,0.14055
3.509,0.13748
3.519,0.13334
3.528,0.13037
3.539,0.1271
3.549,0.12619
3.559,0.12155
3.569,0.11632
3.579,0.11257
3.589,0.10597
3.599,0.10319
3.609,0.097673
3.619,0.094114
3.628,0.089377
3.638,0.083169
3.648,0.078433
3.658,0.071244
3.669,0.068763
3.678,0.061771
3.688,0.059389
3.698,0.052984
3.708,0.049229
3.719,0.043413
3.729,0.039069
3.738,0.034235
3.748,0.029106
3.758,0.023781
3.769,0.019338
3.779,0.013915
3.789,0.0098654
3.798,0.0061099
3.809,0
3.819,0.0076376
3.829,0.015373
3.839,0.02409
3.848,0.030747
3.859,0.03809
3.869,0.04612
3.879,0.054543
3.889,0.059826
3.898,0.066384
3.909,0.072452
3.919,0.078619
3.929,0.083804
3.939,0.089283
3.953,0.094959
3.958,0.10083
3.969,0.10543
3.979,0.10845
3.989,0.11285
3.998,0.11686
4.009,0.12234
4.019,0.12507
4.029,0.12997
4.039,0.13231
4.048,0.13808
4.059,0.14003
4.069,0.1459
4.079,0.14961
4.089,0.15274
4.098,0.15655
4.108,0.15909
4.119,0.16535
4.129,0.1674
4.139,0.17327
4.149,0.17453
4.159,0.17913
4.168,0.18176
4.179,0.18763
4.188,0.19115
4.198,0.19683
4.208,0.20123
4.218,0.20582
4.229,0.21356
4.238,0.22031
4.248,0.22824
4.258,0.23588
4.269,0.24205
4.278,0.25145
4.289,0.25938
4.298,0.2679
4.308,0.27809
4.319,0.28681
4.328,0.29749
4.339,0.30758
4.348,0.31708
4.359,0.32972
4.369,0.3406
4.379,0.35284
4.389,0.36568
4.398,0.37744
4.409,0.39155
4.419,0.40517
4.43,0.4187
4.439,0.43359
4.448,0.44829
4.459,0.46447
4.469,0.47995
4.478,0.49534
4.489,0.51338
4.498,0.52984
4.509,0.54768
4.519,0.56484
4.529,0.58248
4.538,0.6015
4.548,0.61993
4.559,0.64071
4.569,0.65904
4.579,0.67806
4.589,0.69737
4.599,0.71737
4.609,0.73629
4.618,0.75599
4.628,0.77442
4.639,0.79471
4.648,0.81392
4.659,0.83333
4.669,0.83316
4.679,0.83318
4.689,0.83428
4.699,0.83322
4.709,0.83383
4.719,0.83278
4.729,0.83407
4.739,0.83262
4.749,0.83323
4.759,0.83257
4.769,0.8323
4.779,0.83271
4.789,0.83499
4.798,0.83707
4.809,0.83866
4.819,0.83966
4.829,0.83939
4.839,0.83882
4.848,0.83983
4.859,0.84161
4.868,0.83987
4.878,0.83646
4.888,0.83373
